,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,interest_rate,is_renter,state_grouped,log_transformed_annual_income,log_transformed_debit_to_income,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy,loan_purpose,application_type,loan_amount,installment,interest_rate
7956,3.0,CA,OWN,46000.0,Not Verified,12.78,14.07,0,CA,10.736418414365376,2.6232182655855123,42.0,0,129.0,1,1,6000,0,100.0,0,14.07,1764.0,1,Perfect,8.699681400989514,0.6931471805599453,0,major_purchase,individual,5000,171.06,14.07
7957,3.0,VA,OWN,74000.0,Verified,12.13,28.72,0,other,11.211833885608513,2.574899688314705,7.0,9,129.0,8,3,35600,1,89.5,0,28.72,49.0,1,Moderate Risk,10.480129006333248,1.3862943611198906,0,debt_consolidation,individual,30000,947.15,28.72
7958,7.0,SC,MORTGAGE,59000.0,Verified,14.24,19.03,0,other,10.985309671896763,2.7239235502585,41.0,1,80.0,2,2,13000,1,88.9,0,19.03,1681.0,0,Moderate Risk,9.472781556562168,1.0986122886681098,0,other,joint,30000,1100.14,19.03
7959,10.0,GA,MORTGAGE,60000.0,Not Verified,15.66,9.92,0,GA,11.002116507732017,2.8130106367386967,119.0,0,129.0,2,3,33900,1,100.0,0,9.92,14161.0,1,Perfect,10.431199791458543,1.3862943611198906,0,credit_card,individual,18000,381.74,9.92
7960,1.0,NE,RENT,24000.0,Not Verified,39.55,22.91,1,other,10.085850775128717,3.702535780561422,20.0,1,129.0,3,0,0,0,90.9,1,22.91,400.0,1,Moderate Risk,0.0,0.0,1,debt_consolidation,individual,1000,38.67,22.91
7961,10.0,PA,MORTGAGE,90000.0,Source Verified,23.06,7.35,0,other,11.407576060361786,3.180550710546533,14.0,5,129.0,10,8,48100,3,93.1,0,7.35,196.0,1,Moderate Risk,10.781058245898533,2.1972245773362196,0,debt_consolidation,individual,25000,775.94,7.35
7962,0.0,WA,MORTGAGE,87500.0,Not Verified,5.6,18.45,0,other,11.37940550085183,1.8870696490323797,65.0,8,129.0,7,0,0,3,97.1,0,18.45,4225.0,1,Low Risk,0.0,0.0,0,other,individual,3000,109.14,18.45
7963,9.0,MO,RENT,40000.0,Source Verified,23.52,15.05,1,other,10.596659732783579,3.1994891110680106,119.0,0,129.0,4,4,14400,0,100.0,0,15.05,14161.0,1,Perfect,9.575052927597383,1.6094379124341003,0,debt_consolidation,joint,20000,693.8,15.05
7964,2.0,TN,MORTGAGE,189000.0,Not Verified,26.14,23.88,0,other,12.149507585033072,3.301008654406723,7.0,8,17.0,8,4,9800,5,80.0,0,23.88,49.0,0,High Risk,9.19023970026918,1.6094379124341003,0,debt_consolidation,individual,30000,860.96,23.88
7965,6.0,NY,OWN,46000.0,Not Verified,11.32,10.9,0,NY,10.736418414365376,2.511223958105374,119.0,1,129.0,9,3,4500,0,100.0,0,10.9,14161.0,1,Perfect,8.412054873292933,1.3862943611198906,0,credit_card,individual,2500,81.73,10.9
7966,6.0,NJ,MORTGAGE,75000.0,Not Verified,19.75,6.08,0,NJ,11.225256725762893,3.0325462466767075,65.0,3,129.0,6,7,52000,6,96.0,0,6.08,4225.0,1,Low Risk,10.859018228147887,2.0794415416798357,0,debt_consolidation,individual,10000,304.59,6.08
7967,10.0,NC,MORTGAGE,46000.0,Verified,71.04,10.9,0,other,10.736418414365376,4.277221520307755,119.0,0,129.0,6,5,30900,0,100.0,0,10.9,14161.0,1,Perfect,10.33854382482173,1.791759469228055,0,debt_consolidation,joint,12000,392.3,10.9
7968,3.0,NJ,RENT,45000.0,Verified,47.81,21.85,1,NJ,10.714439990727769,3.887935209899056,119.0,4,129.0,7,4,24600,0,100.0,1,21.85,14161.0,1,Perfect,10.110542371500753,1.6094379124341003,1,debt_consolidation,joint,35000,963.68,21.85
7969,8.0,PA,MORTGAGE,80000.0,Source Verified,13.97,6.72,0,other,11.289794413577894,2.706048198431537,51.0,5,129.0,10,2,14200,8,100.0,0,6.72,2601.0,1,Perfect,9.561067663645012,1.0986122886681098,0,home_improvement,individual,8000,246.0,6.72
7970,10.0,TX,MORTGAGE,80000.0,Verified,17.71,13.58,0,TX,11.289794413577894,2.9290581402859983,26.0,5,30.0,9,2,5200,4,78.8,0,13.58,676.0,0,High Risk,8.556606193773073,1.0986122886681098,0,other,individual,30000,691.54,13.58
7971,10.0,RI,RENT,84000.0,Verified,15.3,13.58,1,other,11.338583982516495,2.791165107812717,119.0,0,129.0,2,3,26200,0,100.0,0,13.58,14161.0,1,Perfect,10.173552856959743,1.3862943611198906,0,debt_consolidation,individual,25000,849.35,13.58
7972,5.0,AZ,RENT,59000.0,Source Verified,24.82,15.04,1,other,10.985309671896763,3.2511493854184965,35.0,1,36.0,3,6,9200,0,95.0,0,15.04,1225.0,0,Moderate Risk,9.127067452782361,1.9459101490553132,0,debt_consolidation,individual,8000,277.48,15.04
7973,10.0,RI,RENT,155000.0,Source Verified,11.06,9.44,1,other,11.951186847493476,2.4898941912990393,119.0,0,129.0,4,7,70500,2,100.0,0,9.44,14161.0,1,Perfect,11.163382173096926,2.0794415416798357,0,debt_consolidation,joint,20000,419.46,9.44
7974,1.0,CA,RENT,52000.0,Not Verified,16.64,17.47,1,CA,10.859018228147887,2.8701690505786455,36.0,1,36.0,3,3,2400,0,92.9,0,17.47,1296.0,0,Moderate Risk,7.783640596221253,1.3862943611198906,0,credit_card,individual,9000,322.99,17.47
7975,4.0,CA,MORTGAGE,61000.0,Not Verified,7.14,15.05,0,CA,11.0186455364637,2.096790180014449,34.0,0,129.0,4,3,7800,0,93.3,0,15.05,1156.0,1,Moderate Risk,8.962007209588313,1.3862943611198906,0,debt_consolidation,joint,20000,476.33,15.05
7976,10.0,KY,MORTGAGE,65000.0,Source Verified,16.45,25.81,0,other,11.082157933374816,2.859339648648436,30.0,6,129.0,5,1,4000,5,96.7,0,25.81,900.0,1,Low Risk,8.294299608857235,0.6931471805599453,0,credit_card,individual,30000,894.85,25.81
7977,1.0,MN,RENT,42000.0,Verified,10.74,20.39,1,other,10.645448706505872,2.4630018143999504,15.0,3,29.0,1,1,800,0,60.0,0,20.39,225.0,0,High Risk,6.68586094706836,0.6931471805599453,0,other,individual,28000,1046.16,20.39
7978,10.0,NY,RENT,113500.0,Not Verified,31.08,13.58,1,NY,11.63956692643747,3.4682327829983137,47.0,0,47.0,4,7,22600,2,93.3,0,13.58,2209.0,0,Moderate Risk,10.025749432069084,2.0794415416798357,0,credit_card,individual,16000,368.82,13.58
7979,9.0,CA,RENT,200000.0,Source Verified,8.38,9.93,1,CA,12.206077645517674,2.238579763018133,11.0,0,11.0,0,4,9900,0,65.6,0,9.93,121.0,0,High Risk,9.200391041122515,1.6094379124341003,0,credit_card,individual,16000,515.75,9.93
7980,8.0,CA,MORTGAGE,68000.0,Not Verified,16.7,15.05,0,CA,11.127277689932466,2.8735646395797834,8.0,0,129.0,5,3,43500,0,86.8,0,15.05,64.0,1,Moderate Risk,10.680539205318292,1.3862943611198906,0,debt_consolidation,individual,6000,208.14,15.05
7981,2.0,NY,RENT,35000.0,Not Verified,24.69,18.45,1,NY,10.463131911491967,3.2461018111217923,119.0,1,129.0,3,4,11300,1,100.0,1,18.45,14161.0,1,Perfect,9.332646496360152,1.6094379124341003,1,debt_consolidation,individual,12500,454.74,18.45
7982,10.0,TX,MORTGAGE,65000.0,Source Verified,21.69,15.04,0,TX,11.082157933374816,3.1219242987917504,119.0,0,129.0,5,3,11200,2,100.0,0,15.04,14161.0,1,Perfect,9.32375833901174,1.3862943611198906,0,debt_consolidation,joint,15000,357.17,15.04
7983,10.0,AZ,MORTGAGE,190000.0,Source Verified,9.35,16.02,0,other,12.154784614286667,2.336986519711378,119.0,1,129.0,3,3,22000,2,100.0,1,16.02,14161.0,1,Perfect,9.99884318585288,1.3862943611198906,1,debt_consolidation,individual,40000,973.15,16.02
7984,6.0,SC,OWN,42000.0,Not Verified,27.08,14.07,0,other,10.645448706505872,3.3350575791576103,119.0,0,129.0,1,2,10300,0,100.0,0,14.07,14161.0,1,Perfect,9.239996256883693,1.0986122886681098,0,debt_consolidation,individual,10000,342.12,14.07
7985,1.0,TX,MORTGAGE,70000.0,Source Verified,31.39,14.07,0,TX,11.156264806643742,3.477849733183238,15.0,3,129.0,4,2,83000,2,91.9,0,14.07,225.0,1,Moderate Risk,11.326607934898927,1.0986122886681098,0,debt_consolidation,joint,35000,1197.41,14.07
7986,0.0,NY,RENT,68000.0,Not Verified,29.0,7.97,1,NY,11.127277689932466,3.4011973816621555,119.0,4,129.0,2,4,66000,1,100.0,0,7.97,14161.0,1,Perfect,11.097425172408931,1.6094379124341003,0,credit_card,individual,9000,281.91,7.97
7987,2.0,NV,MORTGAGE,95000.0,Not Verified,7.3,13.59,0,other,11.461642696843066,2.1162555148025524,26.0,1,69.0,1,3,5100,3,77.8,0,13.59,676.0,0,High Risk,8.537191877922927,1.3862943611198906,0,debt_consolidation,individual,25000,576.41,13.59
7988,0.0,MA,RENT,50000.0,Not Verified,17.33,15.05,1,other,10.819798284210286,2.9085390618516134,119.0,1,129.0,2,1,12000,0,100.0,0,15.05,14161.0,1,Perfect,9.392745258631441,0.6931471805599453,0,debt_consolidation,individual,13500,468.32,15.05
7989,10.0,PA,MORTGAGE,100000.0,Source Verified,23.88,16.02,0,other,11.51293546492023,3.2140642678709788,6.0,0,34.0,10,2,14100,4,77.4,0,16.02,36.0,0,High Risk,9.55400099583723,1.0986122886681098,0,debt_consolidation,joint,12000,291.95,16.02
7990,7.0,WA,OWN,40000.0,Source Verified,14.65,12.62,0,other,10.596659732783579,2.750470916986162,119.0,0,129.0,3,6,35200,0,100.0,0,12.62,14161.0,1,Perfect,10.468829770273567,1.9459101490553132,0,debt_consolidation,individual,20000,670.23,12.62
7991,2.0,VA,RENT,163000.0,Source Verified,4.98,9.43,1,other,12.001511614739405,1.7884205679625405,119.0,2,129.0,1,1,16000,1,100.0,0,9.43,14161.0,1,Perfect,9.680406499268875,0.6931471805599453,0,other,individual,30000,629.04,9.43
7992,1.0,NJ,RENT,55120.0,Source Verified,15.2,12.62,1,NJ,10.917286047758095,2.785011242238338,119.0,1,129.0,0,3,41900,0,100.0,0,12.62,14161.0,1,Perfect,10.643064971973882,1.3862943611198906,0,debt_consolidation,individual,25000,563.98,12.62
7993,1.0,NY,RENT,136000.0,Not Verified,8.07,11.98,1,NY,11.820417517632333,2.2049722641270453,119.0,1,129.0,5,4,66700,0,100.0,0,11.98,14161.0,1,Perfect,11.107975224295076,1.6094379124341003,0,credit_card,individual,25000,830.12,11.98
7994,10.0,CA,RENT,275000.0,Source Verified,16.43,13.59,1,CA,12.524530013005734,2.8581928595319295,32.0,0,129.0,0,8,80000,0,89.5,0,13.59,1024.0,1,Moderate Risk,11.289794413577894,2.1972245773362196,0,debt_consolidation,individual,40000,922.25,13.59
7996,10.0,NY,MORTGAGE,67600.0,Verified,17.84,10.41,0,NY,11.121378054821049,2.935982269148217,53.0,5,74.0,6,8,33200,4,88.9,0,10.41,2809.0,0,Moderate Risk,10.410335274932896,2.1972245773362196,0,debt_consolidation,individual,20000,649.21,10.41
7997,1.0,OH,RENT,50000.0,Source Verified,8.69,13.59,1,OH,10.819798284210286,2.2710944259026746,119.0,1,129.0,5,3,10100,0,100.0,0,13.59,14161.0,1,Perfect,9.220389707829185,1.3862943611198906,0,other,individual,7500,254.85,13.59
7998,10.0,CA,RENT,42000.0,Verified,18.8,28.72,1,CA,10.645448706505872,2.9856819377004897,119.0,3,129.0,7,3,18300,0,100.0,1,28.72,14161.0,1,Perfect,9.814710982145282,1.3862943611198906,1,debt_consolidation,individual,17000,536.72,28.72
7999,2.0,OH,RENT,52780.0,Not Verified,44.85,7.35,1,OH,10.873906556448501,3.825375198702474,6.0,1,29.0,6,5,24400,3,90.9,0,7.35,36.0,0,Moderate Risk,10.102379394048045,1.791759469228055,0,debt_consolidation,joint,35000,1086.31,7.35
8000,5.0,MN,MORTGAGE,75000.0,Not Verified,25.74,10.9,0,other,11.225256725762893,3.286160571673797,27.0,1,27.0,4,2,2000,1,78.6,0,10.9,729.0,0,High Risk,7.601402334583733,1.0986122886681098,0,debt_consolidation,individual,12000,392.3,10.9
8001,2.0,TX,MORTGAGE,75000.0,Source Verified,22.42,7.34,0,TX,11.225256725762893,3.1535903581695712,119.0,0,129.0,1,2,35500,4,100.0,0,7.34,14161.0,1,Perfect,10.477316144080852,1.0986122886681098,0,debt_consolidation,joint,16500,329.38,7.34
8002,0.0,OR,RENT,30000.0,Not Verified,23.8,10.42,1,other,10.308985993422082,3.2108436531709366,119.0,1,129.0,4,2,14800,0,100.0,0,10.42,14161.0,1,Perfect,9.60245002503719,1.0986122886681098,0,debt_consolidation,individual,10000,214.55,10.42
8003,6.0,NY,MORTGAGE,66000.0,Not Verified,15.11,12.62,0,NY,11.097425172408931,2.779440197188883,42.0,0,42.0,8,5,35900,1,100.0,0,12.62,1764.0,0,Perfect,10.488520429241627,1.791759469228055,0,other,individual,10000,225.6,12.62
8004,10.0,CA,RENT,51754.0,Source Verified,25.14,9.93,1,CA,10.854276324817851,3.2634667081960758,59.0,0,59.0,6,4,12600,0,97.5,0,9.93,3481.0,0,Low Risk,9.441531454869693,1.6094379124341003,0,credit_card,individual,2500,80.59,9.93
8005,9.0,TX,MORTGAGE,65000.0,Source Verified,17.87,13.58,0,TX,11.082157933374816,2.9375733593804587,76.0,1,76.0,0,3,33500,2,82.4,0,13.58,5776.0,0,Moderate Risk,10.419330568113901,1.3862943611198906,0,credit_card,individual,20000,679.48,13.58
8006,7.0,WA,RENT,225000.0,Verified,4.67,17.47,1,other,12.323860125621126,1.7351891177396608,119.0,4,129.0,6,4,53500,0,100.0,0,17.47,14161.0,1,Perfect,10.887455624298198,1.6094379124341003,0,home_improvement,individual,35000,878.71,17.47
8007,10.0,NY,RENT,57000.0,Source Verified,21.43,12.61,1,NY,10.950824090522445,3.110399348532117,15.0,1,55.0,7,7,69500,0,87.1,0,12.61,225.0,0,Moderate Risk,11.149096419938578,2.0794415416798357,0,other,individual,15000,338.31,12.61
8008,10.0,TX,OWN,200000.0,Source Verified,16.18,9.43,0,TX,12.206077645517674,2.8437459165561094,25.0,1,129.0,2,6,72000,2,97.6,0,9.43,625.0,1,Low Risk,11.184435286790631,1.9459101490553132,0,debt_consolidation,individual,30000,960.01,9.43
8009,10.0,MO,MORTGAGE,62000.0,Not Verified,24.99,12.62,0,other,11.034905792929415,3.2577118486533987,65.0,1,129.0,1,2,6750,2,88.0,0,12.62,4225.0,1,Moderate Risk,8.81744592104187,1.0986122886681098,0,credit_card,individual,21000,473.74,12.62
8010,10.0,PA,OWN,50000.0,Not Verified,20.09,9.93,0,other,10.819798284210286,3.0487989944906833,15.0,0,18.0,1,0,0,2,56.5,0,9.93,225.0,0,High Risk,0.0,0.0,0,other,individual,14000,451.29,9.93
8011,6.0,CT,MORTGAGE,50000.0,Not Verified,10.73,15.05,0,other,10.819798284210286,2.462149662665384,119.0,1,129.0,3,6,16100,2,100.0,1,15.05,14161.0,1,Perfect,9.686636660844938,1.9459101490553132,1,debt_consolidation,individual,15000,357.25,15.05
8012,4.0,CO,RENT,45000.0,Verified,33.14,25.81,1,other,10.714439990727769,3.5304697173662944,43.0,1,129.0,3,4,9500,0,96.6,0,25.81,1849.0,1,Low Risk,9.15915233520675,1.6094379124341003,0,other,individual,11200,334.08,25.81
8013,7.0,VA,MORTGAGE,80000.0,Not Verified,13.76,7.34,0,other,11.289794413577894,2.6919208191723265,119.0,1,129.0,2,1,10000,3,100.0,0,7.34,14161.0,1,Perfect,9.210440366976517,0.6931471805599453,0,debt_consolidation,individual,25000,775.82,7.34
8014,9.0,PA,MORTGAGE,120000.0,Not Verified,14.73,10.42,0,other,11.695255355062795,2.7555697170701863,119.0,3,129.0,2,5,15900,0,100.0,0,10.42,14161.0,1,Perfect,9.674137279312397,1.791759469228055,0,debt_consolidation,individual,12000,257.46,10.42
8015,6.0,IL,MORTGAGE,100000.0,Not Verified,28.23,5.31,0,IL,11.51293546492023,3.3751955791231545,55.0,2,55.0,6,15,112400,8,100.0,0,5.31,3025.0,0,Perfect,11.629828113199304,2.772588722239781,0,debt_consolidation,individual,10000,301.11,5.31
8016,6.0,WA,MORTGAGE,60960.0,Verified,15.93,12.62,0,other,11.017989594425455,2.829087196145044,41.0,6,129.0,8,5,21400,5,90.5,0,12.62,1681.0,1,Moderate Risk,9.97119292889014,1.791759469228055,0,credit_card,individual,21000,703.74,12.62
8017,8.0,CA,MORTGAGE,95000.0,Verified,21.05,20.0,0,CA,11.461642696843066,3.093312601892855,119.0,1,129.0,2,4,13000,2,100.0,0,20.0,14161.0,1,Perfect,9.472781556562168,1.6094379124341003,0,debt_consolidation,individual,16000,423.91,20.0
8018,10.0,IL,MORTGAGE,130000.0,Verified,24.3,10.91,0,IL,11.775297421715827,3.2308043957334744,119.0,8,129.0,3,6,60300,7,100.0,0,10.91,14161.0,1,Perfect,11.007103966325696,1.9459101490553132,0,credit_card,individual,40000,1307.85,10.91
8019,5.0,FL,MORTGAGE,124730.0,Source Verified,13.83,12.62,0,FL,11.733914697405021,2.696652156149841,119.0,3,129.0,8,2,8000,1,88.2,0,12.62,14161.0,1,Moderate Risk,8.987321812850125,1.0986122886681098,0,debt_consolidation,individual,16800,562.99,12.62
8020,10.0,PA,MORTGAGE,69000.0,Not Verified,8.63,5.31,0,other,11.141876276228,2.2648832258100344,119.0,5,129.0,1,1,7700,3,100.0,0,5.31,14161.0,1,Perfect,8.94910546953925,0.6931471805599453,0,debt_consolidation,individual,7000,210.78,5.31
8021,5.0,VT,MORTGAGE,80000.0,Verified,30.24,11.98,0,other,11.289794413577894,3.441699324971485,119.0,4,129.0,6,2,33000,1,82.6,0,11.98,14161.0,1,Moderate Risk,10.404293143019792,1.0986122886681098,0,debt_consolidation,individual,20000,444.69,11.98
8022,6.0,MA,RENT,44000.0,Source Verified,27.83,7.96,1,other,10.691967639914864,3.3614165116503107,37.0,2,38.0,3,3,23100,1,80.0,0,7.96,1369.0,0,High Risk,10.047631185616188,1.3862943611198906,0,credit_card,individual,14400,450.98,7.96
8023,10.0,NY,MORTGAGE,75000.0,Source Verified,15.82,14.07,0,NY,11.225256725762893,2.822568654544802,119.0,2,129.0,4,3,35100,1,100.0,0,14.07,14161.0,1,Perfect,10.465984899076615,1.3862943611198906,0,credit_card,individual,30000,1026.35,14.07
8024,5.0,TX,RENT,36000.0,Source Verified,18.77,14.08,1,TX,10.491301994830229,2.9841656371825254,36.0,4,36.0,3,2,1500,0,85.7,0,14.08,1296.0,0,Moderate Risk,7.313886831633462,1.0986122886681098,0,debt_consolidation,individual,8000,273.74,14.08
8025,7.0,TX,MORTGAGE,72000.0,Source Verified,34.48,9.44,0,TX,11.184435286790631,3.5689691574413787,20.0,3,20.0,9,3,11100,2,86.7,0,9.44,400.0,0,Moderate Risk,9.314790473332646,1.3862943611198906,0,debt_consolidation,individual,5000,160.03,9.44
8026,5.0,NC,MORTGAGE,65000.0,Source Verified,13.18,13.59,0,other,11.082157933374816,2.6518325211039815,50.0,2,50.0,5,1,2100,2,76.2,0,13.59,2500.0,0,High Risk,7.650168700845001,0.6931471805599453,0,other,individual,10000,339.79,13.59
8027,6.0,KY,OWN,40000.0,Verified,26.79,22.91,0,other,10.596659732783579,3.3246762437544124,61.0,4,62.0,8,3,23300,1,84.0,0,22.91,3721.0,0,Moderate Risk,10.056251557087757,1.3862943611198906,0,credit_card,individual,5000,193.32,22.91
8028,3.0,FL,MORTGAGE,51000.0,Not Verified,14.85,6.08,0,FL,10.839600519357369,2.7631695003232895,119.0,3,129.0,11,3,35200,1,100.0,0,6.08,14161.0,1,Perfect,10.468829770273567,1.3862943611198906,0,debt_consolidation,individual,4000,121.84,6.08
8029,6.0,CA,RENT,31200.0,Verified,26.5,6.72,1,CA,10.348205424565993,3.3141860046725258,119.0,0,129.0,0,1,13100,0,100.0,0,6.72,14161.0,1,Perfect,9.48044384215367,0.6931471805599453,0,other,joint,15000,461.24,6.72
8030,10.0,NH,MORTGAGE,148600.0,Source Verified,12.84,16.01,0,other,11.909020140718255,2.6275629501895237,119.0,4,129.0,6,7,48900,2,100.0,0,16.01,14161.0,1,Perfect,10.797553125151618,2.0794415416798357,0,debt_consolidation,individual,37000,899.97,16.01
8031,2.0,CA,RENT,56000.0,Not Verified,10.28,18.06,1,CA,10.933124826700707,2.423031246069913,30.0,0,129.0,1,0,900,0,87.5,0,18.06,900.0,1,Moderate Risk,6.803505257608338,0.0,0,debt_consolidation,individual,10000,361.83,18.06
8032,10.0,OH,MORTGAGE,50000.0,Not Verified,31.2,14.07,0,OH,10.819798284210286,3.4719664525503626,27.0,2,129.0,4,4,39300,2,90.9,0,14.07,729.0,1,Moderate Risk,10.579005242826247,1.6094379124341003,0,credit_card,individual,19000,650.03,14.07
8033,0.0,GA,OWN,85000.0,Source Verified,8.89,10.42,0,GA,11.350418300109132,2.2915241456346207,119.0,1,129.0,3,1,39300,1,100.0,1,10.42,14161.0,1,Perfect,10.579005242826247,0.6931471805599453,1,other,individual,35000,750.91,10.42
8035,0.0,TX,MORTGAGE,70000.0,Not Verified,15.02,10.41,0,TX,11.156264806643742,2.7738379416402132,11.0,0,129.0,2,3,31500,0,84.0,0,10.41,121.0,1,Moderate Risk,10.357774570341576,1.3862943611198906,0,credit_card,individual,10000,324.61,10.41
8036,0.0,PA,MORTGAGE,75000.0,Source Verified,14.13,11.98,0,other,11.225256725762893,2.7166795278002644,119.0,6,13.0,4,4,36900,2,96.0,0,11.98,14161.0,0,Low Risk,10.515993929932415,1.6094379124341003,0,debt_consolidation,individual,20000,444.69,11.98
8037,3.0,NY,RENT,60000.0,Source Verified,16.46,16.02,1,NY,11.002116507732017,2.859912550411456,119.0,0,129.0,5,3,23700,0,100.0,0,16.02,14161.0,1,Perfect,10.073272520325904,1.3862943611198906,0,debt_consolidation,individual,37000,900.17,16.02
8038,1.0,FL,MORTGAGE,120000.0,Not Verified,7.5,5.32,0,FL,11.695255355062795,2.1400661634962708,119.0,5,129.0,4,5,82100,2,100.0,0,5.32,14161.0,1,Perfect,11.315705475634307,1.791759469228055,0,major_purchase,individual,18000,542.07,5.32
8039,10.0,CA,MORTGAGE,225000.0,Verified,20.53,5.31,0,CA,12.323860125621126,3.0694473113762717,35.0,7,129.0,1,0,11500,1,76.5,0,5.31,1225.0,1,High Risk,9.350189267092581,0.0,0,debt_consolidation,individual,40000,1204.42,5.31
8040,8.0,AZ,OWN,35000.0,Source Verified,20.82,16.01,0,other,10.463131911491967,3.0828269804049246,119.0,0,129.0,5,1,500,0,100.0,0,16.01,14161.0,1,Perfect,6.2166061010848646,0.6931471805599453,0,debt_consolidation,individual,16000,562.6,16.01
8041,1.0,CO,RENT,85000.0,Not Verified,11.92,11.99,1,other,11.350418300109132,2.558776498354456,67.0,3,47.0,3,3,7350,0,71.0,0,11.99,4489.0,0,High Risk,8.902591637374087,1.3862943611198906,0,credit_card,individual,10000,332.1,11.99
8042,3.0,KY,MORTGAGE,185000.0,Not Verified,3.06,9.92,0,other,12.128116509451258,1.4011829736136414,119.0,3,129.0,4,4,23800,1,100.0,1,9.92,14161.0,1,Perfect,10.077482875583607,1.6094379124341003,1,debt_consolidation,individual,25000,805.75,9.92
8043,6.0,CA,RENT,32112.0,Verified,18.61,11.98,1,CA,10.377016211557725,2.976039640208255,63.0,1,63.0,7,4,19800,0,94.1,0,11.98,3969.0,0,Moderate Risk,9.893487720457795,1.6094379124341003,0,debt_consolidation,individual,14000,464.87,11.98
8044,6.0,OH,RENT,45000.0,Not Verified,18.11,11.99,1,OH,10.714439990727769,2.950211758252182,119.0,0,129.0,1,2,17500,0,100.0,0,11.99,14161.0,1,Perfect,9.770013301136158,1.0986122886681098,0,debt_consolidation,individual,24000,533.75,11.99
8045,10.0,AZ,MORTGAGE,60000.0,Verified,34.11,7.97,0,other,11.002116507732017,3.558485990180341,119.0,1,129.0,1,4,36400,5,100.0,0,7.97,14161.0,1,Perfect,10.502351525774941,1.6094379124341003,0,debt_consolidation,joint,40000,810.49,7.97
8046,3.0,NY,RENT,30000.0,Source Verified,12.6,7.34,1,NY,10.308985993422082,2.6100697927420065,119.0,0,129.0,6,6,29000,0,100.0,0,7.34,14161.0,1,Perfect,10.275085591132715,1.9459101490553132,0,credit_card,individual,12000,372.4,7.34
8047,1.0,KY,OWN,46000.0,Not Verified,22.46,6.71,0,other,10.736418414365376,3.1552968432253294,119.0,1,129.0,3,1,23700,0,100.0,0,6.71,14161.0,1,Perfect,10.073272520325904,0.6931471805599453,0,major_purchase,individual,6000,184.47,6.71
8049,1.0,NC,MORTGAGE,135000.0,Not Verified,11.8,9.92,0,other,11.813037464800539,2.5494451709255714,119.0,2,129.0,2,7,26000,2,100.0,0,9.92,14161.0,1,Perfect,10.165890277802454,2.0794415416798357,0,home_improvement,individual,11000,233.29,9.92
8050,10.0,OH,RENT,54000.0,Not Verified,8.22,9.44,1,OH,10.896757843893464,2.2213750375685026,53.0,8,76.0,0,2,12500,0,94.7,0,9.44,2809.0,0,Moderate Risk,9.433563920090563,1.0986122886681098,0,debt_consolidation,individual,11500,241.19,9.44
